Fläche;Rasterpunkt-Koordinaten [m];;
Nr.;X;Y;Z
2675;0.650;4.950;-3.160
2676;0.650;5.050;-3.160
2677;0.650;5.150;-3.160
2678;0.650;5.250;-3.160
2679;0.650;5.350;-3.160
2680;0.650;5.450;-3.160
2681;0.650;5.550;-3.160
2682;0.650;5.650;-3.160
2683;0.650;5.750;-3.160
2684;0.650;5.850;-3.160
2685;0.650;5.950;-3.160
2686;0.650;6.050;-3.160
2687;0.650;6.150;-3.160
2688;0.650;6.250;-3.160
2689;0.650;6.350;-3.160
2690;0.650;6.450;-3.160
2691;0.650;6.550;-3.160
2692;0.650;6.650;-3.160
2693;0.650;6.750;-3.160
2694;0.650;6.850;-3.160
2695;0.650;6.950;-3.160
2696;0.750;3.550;-3.160
2697;0.750;3.650;-3.160
2698;0.750;3.750;-3.160
2699;0.750;3.850;-3.160
2700;0.750;3.950;-3.160
2701;0.750;4.050;-3.160
2702;0.750;4.150;-3.160
2703;0.750;4.250;-3.160
2704;0.750;4.350;-3.160
2705;0.750;4.450;-3.160
2706;0.750;4.550;-3.160
2707;0.750;4.650;-3.160
2708;0.750;4.750;-3.160
2709;0.750;4.850;-3.160
2710;0.750;4.950;-3.160
2711;0.750;5.050;-3.160
2712;0.750;5.150;-3.160
2713;0.750;5.250;-3.160
2714;0.750;5.350;-3.160
2715;0.750;5.450;-3.160
2716;0.750;5.550;-3.160
2717;0.750;5.650;-3.160
2718;0.750;5.750;-3.160
2719;0.750;5.850;-3.160
2720;0.750;5.950;-3.160
2721;0.750;6.050;-3.160
2722;0.750;6.150;-3.160
2723;0.750;6.250;-3.160
2724;0.750;6.350;-3.160
2725;0.750;6.450;-3.160
2726;0.750;6.550;-3.160
2727;0.750;6.650;-3.160
2728;0.750;6.750;-3.160
2729;0.750;6.850;-3.160
2730;0.750;6.950;-3.160
2731;0.850;3.550;-3.160
2732;0.850;3.650;-3.160
2733;0.850;3.750;-3.160
2734;0.850;3.850;-3.160
2735;0.850;3.950;-3.160
2736;0.850;4.050;-3.160
2737;0.850;4.150;-3.160
2738;0.850;4.250;-3.160
2739;0.850;4.350;-3.160
2740;0.850;4.450;-3.160
2741;0.850;4.550;-3.160
2742;0.850;4.650;-3.160
2743;0.850;4.750;-3.160
2744;0.850;4.850;-3.160
2745;0.850;4.950;-3.160
2746;0.850;5.050;-3.160
2747;0.850;5.150;-3.160
2748;0.850;5.250;-3.160
2749;0.850;5.350;-3.160
2750;0.850;5.450;-3.160
2751;0.850;5.550;-3.160
2752;0.850;5.650;-3.160
2753;0.850;5.750;-3.160
2754;0.850;5.850;-3.160
2755;0.850;5.950;-3.160
2756;0.850;6.050;-3.160
2757;0.850;6.150;-3.160
2758;0.850;6.250;-3.160
2759;0.850;6.350;-3.160
2760;0.850;6.450;-3.160
2761;0.850;6.550;-3.160
2762;0.850;6.650;-3.160
2763;0.850;6.750;-3.160
2764;0.850;6.850;-3.160
2765;0.850;6.950;-3.160
2766;0.950;3.550;-3.160
2767;0.950;3.650;-3.160
2768;0.950;3.750;-3.160
2769;0.950;3.850;-3.160
2770;0.950;3.950;-3.160
2771;0.950;4.050;-3.160
2772;0.950;4.150;-3.160
2773;0.950;4.250;-3.160
2774;0.950;4.350;-3.160
2775;0.950;4.450;-3.160
2776;0.950;4.550;-3.160
2777;0.950;4.650;-3.160
2778;0.950;4.750;-3.160
2779;0.950;4.850;-3.160
2780;0.950;4.950;-3.160
2781;0.950;5.050;-3.160
2782;0.950;5.150;-3.160
2783;0.950;5.250;-3.160
2784;0.950;5.350;-3.160
2785;0.950;5.450;-3.160
2786;0.950;5.550;-3.160
2787;0.950;5.650;-3.160
2788;0.950;5.750;-3.160
2789;0.950;5.850;-3.160
2790;0.950;5.950;-3.160
2791;0.950;6.050;-3.160
2792;0.950;6.150;-3.160
2793;0.950;6.250;-3.160
2794;0.950;6.350;-3.160
2795;0.950;6.450;-3.160
2796;0.950;6.550;-3.160
2797;0.950;6.650;-3.160
2798;0.950;6.750;-3.160
2799;0.950;6.850;-3.160
2800;0.950;6.950;-3.160
2801;1.050;3.550;-3.160
2802;1.050;3.650;-3.160
2803;1.050;3.750;-3.160
2804;1.050;3.850;-3.160
2805;1.050;3.950;-3.160
2806;1.050;4.050;-3.160
2807;1.050;4.150;-3.160
2808;1.050;4.250;-3.160
2809;1.050;4.350;-3.160
2810;1.050;4.450;-3.160
2811;1.050;4.550;-3.160
2812;1.050;4.650;-3.160
2813;1.050;4.750;-3.160
2814;1.050;4.850;-3.160
2815;1.050;4.950;-3.160
2816;1.050;5.050;-3.160
2817;1.050;5.150;-3.160
2818;1.050;5.250;-3.160
2819;1.050;5.350;-3.160
2820;1.050;5.450;-3.160
2821;1.050;5.550;-3.160
2822;1.050;5.650;-3.160
2823;1.050;5.750;-3.160
2824;1.050;5.850;-3.160
2825;1.050;5.950;-3.160
2826;1.050;6.050;-3.160
2827;1.050;6.150;-3.160
2828;1.050;6.250;-3.160
2829;1.050;6.350;-3.160
2830;1.050;6.450;-3.160
2831;1.050;6.550;-3.160
2832;1.050;6.650;-3.160
2833;1.050;6.750;-3.160
2834;1.050;6.850;-3.160
2835;1.050;6.950;-3.160
2836;1.150;3.550;-3.160
2837;1.150;3.650;-3.160
2838;1.150;3.750;-3.160
2839;1.150;3.850;-3.160
2840;1.150;3.950;-3.160
2841;1.150;4.050;-3.160
2842;1.150;4.150;-3.160
2843;1.150;4.250;-3.160
2844;1.150;4.350;-3.160
2845;1.150;4.450;-3.160
2846;1.150;4.550;-3.160
2847;1.150;4.650;-3.160
2848;1.150;4.750;-3.160
2849;1.150;4.850;-3.160
2850;1.150;4.950;-3.160
2851;1.150;5.050;-3.160
2852;1.150;5.150;-3.160
2853;1.150;5.250;-3.160
2854;1.150;5.350;-3.160
2855;1.150;5.450;-3.160
2856;1.150;5.550;-3.160
2857;1.150;5.650;-3.160
2858;1.150;5.750;-3.160
2859;1.150;5.850;-3.160
2860;1.150;5.950;-3.160
2861;1.150;6.050;-3.160
2862;1.150;6.150;-3.160
2863;1.150;6.250;-3.160
2864;1.150;6.350;-3.160
2865;1.150;6.450;-3.160
2866;1.150;6.550;-3.160
2867;1.150;6.650;-3.160
2868;1.150;6.750;-3.160
2869;1.150;6.850;-3.160
2870;1.150;6.950;-3.160
2871;1.250;3.550;-3.160
2872;1.250;3.650;-3.160
2873;1.250;3.750;-3.160
2874;1.250;3.850;-3.160
2875;1.250;3.950;-3.160
2876;1.250;4.050;-3.160
2877;1.250;4.150;-3.160
2878;1.250;4.250;-3.160
2879;1.250;4.350;-3.160
2880;1.250;4.450;-3.160
2881;1.250;4.550;-3.160
2882;1.250;4.650;-3.160
2883;1.250;4.750;-3.160
2884;1.250;4.850;-3.160
2885;1.250;4.950;-3.160
2886;1.250;5.050;-3.160
2887;1.250;5.150;-3.160
2888;1.250;5.250;-3.160
2889;1.250;5.350;-3.160
2890;1.250;5.450;-3.160
2891;1.250;5.550;-3.160
2892;1.250;5.650;-3.160
2893;1.250;5.750;-3.160
2894;1.250;5.850;-3.160
2895;1.250;5.950;-3.160
2896;1.250;6.050;-3.160
2897;1.250;6.150;-3.160
2898;1.250;6.250;-3.160
2899;1.250;6.350;-3.160
2900;1.250;6.450;-3.160
2901;1.250;6.550;-3.160
2902;1.250;6.650;-3.160
2903;1.250;6.750;-3.160
2904;1.250;6.850;-3.160
2905;1.250;6.950;-3.160
2906;1.350;3.550;-3.160
2907;1.350;3.650;-3.160
2908;1.350;3.750;-3.160
2909;1.350;3.850;-3.160
2910;1.350;3.950;-3.160
2911;1.350;4.050;-3.160
2912;1.350;4.150;-3.160
2913;1.350;4.250;-3.160
2914;1.350;4.350;-3.160
2915;1.350;4.450;-3.160
2916;1.350;4.550;-3.160
2917;1.350;4.650;-3.160
2918;1.350;4.750;-3.160
2919;1.350;4.850;-3.160
2920;1.350;4.950;-3.160
2921;1.350;5.050;-3.160
2922;1.350;5.150;-3.160
2923;1.350;5.250;-3.160
2924;1.350;5.350;-3.160
2925;1.350;5.450;-3.160
2926;1.350;5.550;-3.160
2927;1.350;5.650;-3.160
2928;1.350;5.750;-3.160
2929;1.350;5.850;-3.160
2930;1.350;5.950;-3.160
2931;1.350;6.050;-3.160
2932;1.350;6.150;-3.160
2933;1.350;6.250;-3.160
2934;1.350;6.350;-3.160
2935;1.350;6.450;-3.160
2936;1.350;6.550;-3.160
2937;1.350;6.650;-3.160
2938;1.350;6.750;-3.160
2939;1.350;6.850;-3.160
2940;1.350;6.950;-3.160
2941;1.450;3.550;-3.160
2942;1.450;3.650;-3.160
2943;1.450;3.750;-3.160
2944;1.450;3.850;-3.160
2945;1.450;3.950;-3.160
2946;1.450;4.050;-3.160
2947;1.450;4.150;-3.160
2948;1.450;4.250;-3.160
2949;1.450;4.350;-3.160
2950;1.450;4.450;-3.160
2951;1.450;4.550;-3.160
2952;1.450;4.650;-3.160
2953;1.450;4.750;-3.160
2954;1.450;4.850;-3.160
2955;1.450;4.950;-3.160
2956;1.450;5.050;-3.160
2957;1.450;5.150;-3.160
2958;1.450;5.250;-3.160
2959;1.450;5.350;-3.160
2960;1.450;5.450;-3.160
2961;1.450;5.550;-3.160
2962;1.450;5.650;-3.160
2963;1.450;5.750;-3.160
2964;1.450;5.850;-3.160
2965;1.450;5.950;-3.160
2966;1.450;6.050;-3.160
2967;1.450;6.150;-3.160
2968;1.450;6.250;-3.160
2969;1.450;6.350;-3.160
2970;1.450;6.450;-3.160
2971;1.450;6.550;-3.160
2972;1.450;6.650;-3.160
2973;1.450;6.750;-3.160
2974;1.450;6.850;-3.160
2975;1.450;6.950;-3.160
2976;1.550;3.550;-3.160
2977;1.550;3.650;-3.160
2978;1.550;3.750;-3.160
2979;1.550;3.850;-3.160
2980;1.550;3.950;-3.160
2981;1.550;4.050;-3.160
2982;1.550;4.150;-3.160
2983;1.550;4.250;-3.160
2984;1.550;4.350;-3.160
2985;1.550;4.450;-3.160
2986;1.550;4.550;-3.160
2987;1.550;4.650;-3.160
2988;1.550;4.750;-3.160
2989;1.550;4.850;-3.160
2990;1.550;4.950;-3.160
2991;1.550;5.050;-3.160
2992;1.550;5.150;-3.160
2993;1.550;5.250;-3.160
2994;1.550;5.350;-3.160
2995;1.550;5.450;-3.160
2996;1.550;5.550;-3.160
2997;1.550;5.650;-3.160
2998;1.550;5.750;-3.160
2999;1.550;5.850;-3.160
3000;1.550;5.950;-3.160
3001;1.550;6.050;-3.160
3002;1.550;6.150;-3.160
3003;1.550;6.250;-3.160
3004;1.550;6.350;-3.160
3005;1.550;6.450;-3.160
3006;1.550;6.550;-3.160
3007;1.550;6.650;-3.160
3008;1.550;6.750;-3.160
3009;1.550;6.850;-3.160
3010;1.550;6.950;-3.160
3011;1.650;3.550;-3.160
3012;1.650;3.650;-3.160
3013;1.650;3.750;-3.160
3014;1.650;3.850;-3.160
3015;1.650;3.950;-3.160
3016;1.650;4.050;-3.160
3017;1.650;4.150;-3.160
3018;1.650;4.250;-3.160
3019;1.650;4.350;-3.160
3020;1.650;4.450;-3.160
3021;1.650;4.550;-3.160
3022;1.650;4.650;-3.160
3023;1.650;4.750;-3.160
3024;1.650;4.850;-3.160
3025;1.650;4.950;-3.160
3026;1.650;5.050;-3.160
3027;1.650;5.150;-3.160
3028;1.650;5.250;-3.160
3029;1.650;5.350;-3.160
3030;1.650;5.450;-3.160
3031;1.650;5.550;-3.160
3032;1.650;5.650;-3.160
3033;1.650;5.750;-3.160
3034;1.650;5.850;-3.160
3035;1.650;5.950;-3.160
3036;1.650;6.050;-3.160
3037;1.650;6.150;-3.160
3038;1.650;6.250;-3.160
3039;1.650;6.350;-3.160
3040;1.650;6.450;-3.160
3041;1.650;6.550;-3.160
3042;1.650;6.650;-3.160
3043;1.650;6.750;-3.160
3044;1.650;6.850;-3.160
3045;1.650;6.950;-3.160
3046;1.750;3.550;-3.160
3047;1.750;3.650;-3.160
3048;1.750;3.750;-3.160
3049;1.750;3.850;-3.160
3050;1.750;3.950;-3.160
3051;1.750;4.050;-3.160
3052;1.750;4.150;-3.160
3053;1.750;4.250;-3.160
3054;1.750;4.350;-3.160
3055;1.750;4.450;-3.160
3056;1.750;4.550;-3.160
3057;1.750;4.650;-3.160
3058;1.750;4.750;-3.160
3059;1.750;4.850;-3.160
3060;1.750;4.950;-3.160
3061;1.750;5.050;-3.160
3062;1.750;5.150;-3.160
3063;1.750;5.250;-3.160
3064;1.750;5.350;-3.160
3065;1.750;5.450;-3.160
3066;1.750;5.550;-3.160
3067;1.750;5.650;-3.160
3068;1.750;5.750;-3.160
3069;1.750;5.850;-3.160
3070;1.750;5.950;-3.160
3071;1.750;6.050;-3.160
3072;1.750;6.150;-3.160
3073;1.750;6.250;-3.160
3074;1.750;6.350;-3.160
3075;1.750;6.450;-3.160
3076;1.750;6.550;-3.160
3077;1.750;6.650;-3.160
3078;1.750;6.750;-3.160
3079;1.750;6.850;-3.160
3080;1.750;6.950;-3.160
3081;1.850;3.550;-3.160
3082;1.850;3.650;-3.160
3083;1.850;3.750;-3.160
3084;1.850;3.850;-3.160
3085;1.850;3.950;-3.160
3086;1.850;4.050;-3.160
3087;1.850;4.150;-3.160
3088;1.850;4.250;-3.160
3089;1.850;4.350;-3.160
3090;1.850;4.450;-3.160
3091;1.850;4.550;-3.160
3092;1.850;4.650;-3.160
3093;1.850;4.750;-3.160
3094;1.850;4.850;-3.160
3095;1.850;4.950;-3.160
3096;1.850;5.050;-3.160
3097;1.850;5.150;-3.160
3098;1.850;5.250;-3.160
3099;1.850;5.350;-3.160
3100;1.850;5.450;-3.160
3101;1.850;5.550;-3.160
3102;1.850;5.650;-3.160
3103;1.850;5.750;-3.160
3104;1.850;5.850;-3.160
3105;1.850;5.950;-3.160
3106;1.850;6.050;-3.160
3107;1.850;6.150;-3.160
3108;1.850;6.250;-3.160
3109;1.850;6.350;-3.160
3110;1.850;6.450;-3.160
3111;1.850;6.550;-3.160
3112;1.850;6.650;-3.160
3113;1.850;6.750;-3.160
3114;1.850;6.850;-3.160
3115;1.850;6.950;-3.160
3116;1.950;3.550;-3.160
3117;1.950;3.650;-3.160
3118;1.950;3.750;-3.160
3119;1.950;3.850;-3.160
3120;1.950;3.950;-3.160
3121;1.950;4.050;-3.160
3122;1.950;4.150;-3.160
3123;1.950;4.250;-3.160
3124;1.950;4.350;-3.160
3125;1.950;4.450;-3.160
3126;1.950;4.550;-3.160
3127;1.950;4.650;-3.160
3128;1.950;4.750;-3.160
3129;1.950;4.850;-3.160
3130;1.950;4.950;-3.160
3131;1.950;5.050;-3.160
3132;1.950;5.150;-3.160
3133;1.950;5.250;-3.160
3134;1.950;5.350;-3.160
3135;1.950;5.450;-3.160
3136;1.950;5.550;-3.160
3137;1.950;5.650;-3.160
3138;1.950;5.750;-3.160
3139;1.950;5.850;-3.160
3140;1.950;5.950;-3.160
3141;1.950;6.050;-3.160
3142;1.950;6.150;-3.160
3143;1.950;6.250;-3.160
3144;1.950;6.350;-3.160
3145;1.950;6.450;-3.160
3146;1.950;6.550;-3.160
3147;1.950;6.650;-3.160
3148;1.950;6.750;-3.160
3149;1.950;6.850;-3.160
3150;1.950;6.950;-3.160
3151;2.050;3.550;-3.160
3152;2.050;3.650;-3.160
3153;2.050;3.750;-3.160
3154;2.050;3.850;-3.160
3155;2.050;3.950;-3.160
3156;2.050;4.050;-3.160
3157;2.050;4.150;-3.160
3158;2.050;4.250;-3.160
3159;2.050;4.350;-3.160
3160;2.050;4.450;-3.160
3161;2.050;4.550;-3.160
3162;2.050;4.650;-3.160
3163;2.050;4.750;-3.160
3164;2.050;4.850;-3.160
3165;2.050;4.950;-3.160
3166;2.050;5.050;-3.160
3167;2.050;5.150;-3.160
3168;2.050;5.250;-3.160
3169;2.050;5.350;-3.160
3170;2.050;5.450;-3.160
3171;2.050;5.550;-3.160
3172;2.050;5.650;-3.160
3173;2.050;5.750;-3.160
3174;2.050;5.850;-3.160
3175;2.050;5.950;-3.160
3176;2.050;6.050;-3.160
3177;2.050;6.150;-3.160
3178;2.050;6.250;-3.160
3179;2.050;6.350;-3.160
3180;2.050;6.450;-3.160
3181;2.050;6.550;-3.160
3182;2.050;6.650;-3.160
3183;2.050;6.750;-3.160
3184;2.050;6.850;-3.160
3185;2.050;6.950;-3.160
3186;2.150;3.550;-3.160
3187;2.150;3.650;-3.160
3188;2.150;3.750;-3.160
3189;2.150;3.850;-3.160
3190;2.150;3.950;-3.160
3191;2.150;4.050;-3.160
3192;2.150;4.150;-3.160
3193;2.150;4.250;-3.160
3194;2.150;4.350;-3.160
3195;2.150;4.450;-3.160
3196;2.150;4.550;-3.160
3197;2.150;4.650;-3.160
3198;2.150;4.750;-3.160
3199;2.150;4.850;-3.160
3200;2.150;4.950;-3.160
3201;2.150;5.050;-3.160
3202;2.150;5.150;-3.160
3203;2.150;5.250;-3.160
3204;2.150;5.350;-3.160
3205;2.150;5.450;-3.160
3206;2.150;5.550;-3.160
3207;2.150;5.650;-3.160
3208;2.150;5.750;-3.160
3209;2.150;5.850;-3.160
3210;2.150;5.950;-3.160
3211;2.150;6.050;-3.160
3212;2.150;6.150;-3.160
3213;2.150;6.250;-3.160
3214;2.150;6.350;-3.160
3215;2.150;6.450;-3.160
3216;2.150;6.550;-3.160
3217;2.150;6.650;-3.160
3218;2.150;6.750;-3.160
3219;2.150;6.850;-3.160
3220;2.150;6.950;-3.160
3221;2.250;3.550;-3.160
3222;2.250;3.650;-3.160
3223;2.250;3.750;-3.160
3224;2.250;3.850;-3.160
3225;2.250;3.950;-3.160
3226;2.250;4.050;-3.160
3227;2.250;4.150;-3.160
3228;2.250;4.250;-3.160
3229;2.250;4.350;-3.160
3230;2.250;4.450;-3.160
3231;2.250;4.550;-3.160
3232;2.250;4.650;-3.160
3233;2.250;4.750;-3.160
3234;2.250;4.850;-3.160
3235;2.250;4.950;-3.160
3236;2.250;5.050;-3.160
3237;2.250;5.150;-3.160
3238;2.250;5.250;-3.160
3239;2.250;5.350;-3.160
3240;2.250;5.450;-3.160
3241;2.250;5.550;-3.160
3242;2.250;5.650;-3.160
3243;2.250;5.750;-3.160
3244;2.250;5.850;-3.160
3245;2.250;5.950;-3.160
3246;2.250;6.050;-3.160
3247;2.250;6.150;-3.160
3248;2.250;6.250;-3.160
3249;2.250;6.350;-3.160
3250;2.250;6.450;-3.160
3251;2.250;6.550;-3.160
3252;2.250;6.650;-3.160
3253;2.250;6.750;-3.160
3254;2.250;6.850;-3.160
3255;2.250;6.950;-3.160
3256;2.350;3.550;-3.160
3257;2.350;3.650;-3.160
3258;2.350;3.750;-3.160
3259;2.350;3.850;-3.160
3260;2.350;3.950;-3.160
3261;2.350;4.050;-3.160
3262;2.350;4.150;-3.160
3263;2.350;4.250;-3.160
3264;2.350;4.350;-3.160
3265;2.350;4.450;-3.160
3266;2.350;4.550;-3.160
3267;2.350;4.650;-3.160
3268;2.350;4.750;-3.160
3269;2.350;4.850;-3.160
3270;2.350;4.950;-3.160
3271;2.350;5.050;-3.160
3272;2.350;5.150;-3.160
3273;2.350;5.250;-3.160
3274;2.350;5.350;-3.160
3275;2.350;5.450;-3.160
3276;2.350;5.550;-3.160
3277;2.350;5.650;-3.160
3278;2.350;5.750;-3.160
3279;2.350;5.850;-3.160
3280;2.350;5.950;-3.160
3281;2.350;6.050;-3.160
3282;2.350;6.150;-3.160
3283;2.350;6.250;-3.160
3284;2.350;6.350;-3.160
3285;2.350;6.450;-3.160
3286;2.350;6.550;-3.160
3287;2.350;6.650;-3.160
3288;2.350;6.750;-3.160
3289;2.350;6.850;-3.160
3290;2.350;6.950;-3.160
3291;2.450;3.550;-3.160
3292;2.450;3.650;-3.160
3293;2.450;3.750;-3.160
3294;2.450;3.850;-3.160
3295;2.450;3.950;-3.160
3296;2.450;4.050;-3.160
3297;2.450;4.150;-3.160
3298;2.450;4.250;-3.160
3299;2.450;4.350;-3.160
3300;2.450;4.450;-3.160
3301;2.450;4.550;-3.160
3302;2.450;4.650;-3.160
3303;2.450;4.750;-3.160
3304;2.450;4.850;-3.160
3305;2.450;4.950;-3.160
3306;2.450;5.050;-3.160
3307;2.450;5.150;-3.160
3308;2.450;5.250;-3.160
3309;2.450;5.350;-3.160
3310;2.450;5.450;-3.160
3311;2.450;5.550;-3.160
3312;2.450;5.650;-3.160
3313;2.450;5.750;-3.160
3314;2.450;5.850;-3.160
3315;2.450;5.950;-3.160
3316;2.450;6.050;-3.160
3317;2.450;6.150;-3.160
3318;2.450;6.250;-3.160
3319;2.450;6.350;-3.160
3320;2.450;6.450;-3.160
3321;2.450;6.550;-3.160
3322;2.450;6.650;-3.160
3323;2.450;6.750;-3.160
3324;2.450;6.850;-3.160
3325;2.450;6.950;-3.160
3326;2.550;3.550;-3.160
3327;2.550;3.650;-3.160
3328;2.550;3.750;-3.160
3329;2.550;3.850;-3.160
3330;2.550;3.950;-3.160
3331;2.550;4.050;-3.160
3332;2.550;4.150;-3.160
3333;2.550;4.250;-3.160
3334;2.550;4.350;-3.160
3335;2.550;4.450;-3.160
3336;2.550;4.550;-3.160
3337;2.550;4.650;-3.160
3338;2.550;4.750;-3.160
3339;2.550;4.850;-3.160
3340;2.550;4.950;-3.160
3341;2.550;5.050;-3.160
3342;2.550;5.150;-3.160
3343;2.550;5.250;-3.160
3344;2.550;5.350;-3.160
3345;2.550;5.450;-3.160
3346;2.550;5.550;-3.160
3347;2.550;5.650;-3.160
3348;2.550;5.750;-3.160
3349;2.550;5.850;-3.160
3350;2.550;5.950;-3.160
3351;2.550;6.050;-3.160
3352;2.550;6.150;-3.160
3353;2.550;6.250;-3.160
3354;2.550;6.350;-3.160
3355;2.550;6.450;-3.160
3356;2.550;6.550;-3.160
3357;2.550;6.650;-3.160
3358;2.550;6.750;-3.160
3359;2.550;6.850;-3.160
3360;2.550;6.950;-3.160
3361;2.650;3.550;-3.160
3362;2.650;3.650;-3.160
3363;2.650;3.750;-3.160
3364;2.650;3.850;-3.160
3365;2.650;3.950;-3.160
3366;2.650;4.050;-3.160
3367;2.650;4.150;-3.160
3368;2.650;4.250;-3.160
3369;2.650;4.350;-3.160
3370;2.650;4.450;-3.160
3371;2.650;4.550;-3.160
3372;2.650;4.650;-3.160
3373;2.650;4.750;-3.160
3374;2.650;4.850;-3.160
3375;2.650;4.950;-3.160
3376;2.650;5.050;-3.160
3377;2.650;5.150;-3.160
3378;2.650;5.250;-3.160
3379;2.650;5.350;-3.160
3380;2.650;5.450;-3.160
3381;2.650;5.550;-3.160
3382;2.650;5.650;-3.160
3383;2.650;5.750;-3.160
3384;2.650;5.850;-3.160
3385;2.650;5.950;-3.160
3386;2.650;6.050;-3.160
3387;2.650;6.150;-3.160
3388;2.650;6.250;-3.160
3389;2.650;6.350;-3.160
3390;2.650;6.450;-3.160
3391;2.650;6.550;-3.160
3392;2.650;6.650;-3.160
3393;2.650;6.750;-3.160
3394;2.650;6.850;-3.160
3395;2.650;6.950;-3.160
3396;2.750;3.550;-3.160
3397;2.750;3.650;-3.160
3398;2.750;3.750;-3.160
3399;2.750;3.850;-3.160
3400;2.750;3.950;-3.160
3401;2.750;4.050;-3.160
3402;2.750;4.150;-3.160
3403;2.750;4.250;-3.160
3404;2.750;4.350;-3.160
3405;2.750;4.450;-3.160
3406;2.750;4.550;-3.160
3407;2.750;4.650;-3.160
3408;2.750;4.750;-3.160
3409;2.750;4.850;-3.160
3410;2.750;4.950;-3.160
3411;2.750;5.050;-3.160
3412;2.750;5.150;-3.160
3413;2.750;5.250;-3.160
3414;2.750;5.350;-3.160
3415;2.750;5.450;-3.160
3416;2.750;5.550;-3.160
3417;2.750;5.650;-3.160
3418;2.750;5.750;-3.160
3419;2.750;5.850;-3.160
3420;2.750;5.950;-3.160
3421;2.750;6.050;-3.160
3422;2.750;6.150;-3.160
3423;2.750;6.250;-3.160
3424;2.750;6.350;-3.160
3425;2.750;6.450;-3.160
3426;2.750;6.550;-3.160
3427;2.750;6.650;-3.160
3428;2.750;6.750;-3.160
3429;2.750;6.850;-3.160
3430;2.750;6.950;-3.160
3431;2.850;3.550;-3.160
3432;2.850;3.650;-3.160
3433;2.850;3.750;-3.160
3434;2.850;3.850;-3.160
3435;2.850;3.950;-3.160
3436;2.850;4.050;-3.160
3437;2.850;4.150;-3.160
3438;2.850;4.250;-3.160
3439;2.850;4.350;-3.160
3440;2.850;4.450;-3.160
3441;2.850;4.550;-3.160
3442;2.850;4.650;-3.160
3443;2.850;4.750;-3.160
3444;2.850;4.850;-3.160
3445;2.850;4.950;-3.160
3446;2.850;5.050;-3.160
3447;2.850;5.150;-3.160
3448;2.850;5.250;-3.160
3449;2.850;5.350;-3.160
3450;2.850;5.450;-3.160
3451;2.850;5.550;-3.160
3452;2.850;5.650;-3.160
3453;2.850;5.750;-3.160
3454;2.850;5.850;-3.160
3455;2.850;5.950;-3.160
3456;2.850;6.050;-3.160
3457;2.850;6.150;-3.160
3458;2.850;6.250;-3.160
3459;2.850;6.350;-3.160
3460;2.850;6.450;-3.160
3461;2.850;6.550;-3.160
3462;2.850;6.650;-3.160
3463;2.850;6.750;-3.160
3464;2.850;6.850;-3.160
3465;2.850;6.950;-3.160
3466;2.950;3.550;-3.160
3467;2.950;3.650;-3.160
3468;2.950;3.750;-3.160
3469;2.950;3.850;-3.160
3470;2.950;3.950;-3.160
3471;2.950;4.050;-3.160
3472;2.950;4.150;-3.160
3473;2.950;4.250;-3.160
3474;2.950;4.350;-3.160
3475;2.950;4.450;-3.160
3476;2.950;4.550;-3.160
3477;2.950;4.650;-3.160
3478;2.950;4.750;-3.160
3479;2.950;4.850;-3.160
3480;2.950;4.950;-3.160
3481;2.950;5.050;-3.160
3482;2.950;5.150;-3.160
3483;2.950;5.250;-3.160
3484;2.950;5.350;-3.160
3485;2.950;5.450;-3.160
3486;2.950;5.550;-3.160
3487;2.950;5.650;-3.160
3488;2.950;5.750;-3.160
3489;2.950;5.850;-3.160
3490;2.950;5.950;-3.160
3491;2.950;6.050;-3.160
3492;2.950;6.150;-3.160
3493;2.950;6.250;-3.160
3494;2.950;6.350;-3.160
3495;2.950;6.450;-3.160
3496;2.950;6.550;-3.160
3497;2.950;6.650;-3.160
3498;2.950;6.750;-3.160
3499;2.950;6.850;-3.160
3500;2.950;6.950;-3.160
3501;3.050;3.550;-3.160
3502;3.050;3.650;-3.160
3503;3.050;3.750;-3.160
3504;3.050;3.850;-3.160
3505;3.050;3.950;-3.160
3506;3.050;4.050;-3.160
3507;3.050;4.150;-3.160
3508;3.050;4.250;-3.160
3509;3.050;4.350;-3.160
3510;3.050;4.450;-3.160
3511;3.050;4.550;-3.160
3512;3.050;4.650;-3.160
3513;3.050;4.750;-3.160
3514;3.050;4.850;-3.160
3515;3.050;4.950;-3.160
3516;3.050;5.050;-3.160
3517;3.050;5.150;-3.160
3518;3.050;5.250;-3.160
3519;3.050;5.350;-3.160
3520;3.050;5.450;-3.160
3521;3.050;5.550;-3.160
3522;3.050;5.650;-3.160
3523;3.050;5.750;-3.160
3524;3.050;5.850;-3.160
3525;3.050;5.950;-3.160
3526;3.050;6.050;-3.160
3527;3.050;6.150;-3.160
3528;3.050;6.250;-3.160
3529;3.050;6.350;-3.160
3530;3.050;6.450;-3.160
3531;3.050;6.550;-3.160
3532;3.050;6.650;-3.160
3533;3.050;6.750;-3.160
3534;3.050;6.850;-3.160
3535;3.050;6.950;-3.160
3536;3.150;3.550;-3.160
3537;3.150;3.650;-3.160
3538;3.150;3.750;-3.160
3539;3.150;3.850;-3.160
3540;3.150;3.950;-3.160
3541;3.150;4.050;-3.160
3542;3.150;4.150;-3.160
3543;3.150;4.250;-3.160
3544;3.150;4.350;-3.160
3545;3.150;4.450;-3.160
3546;3.150;4.550;-3.160
